WTeamID,WScore,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF
1393,55,1,8,24,31,7,23,3,12,5,6,20
1401,86,10,24,14,21,7,43,17,14,5,8,13
1452,94,12,25,16,18,15,25,19,16,9,4,22
1199,75,6,20,15,22,10,30,19,13,8,9,22
1243,61,9,22,14,22,11,18,12,10,11,2,30
1260,69,5,13,6,8,6,26,15,16,6,1,13
1276,99,14,24,7,8,4,24,21,7,12,0,15
1181,69,5,26,20,28,16,17,13,7,8,2,16
1242,80,10,22,14,22,12,26,14,13,4,5,22
1403,78,5,17,17,18,11,23,15,11,5,5,12
1437,90,13,24,23,27,7,29,16,16,5,5,20
1260,78,9,18,15,18,4,32,17,15,2,2,15
1276,58,4,22,16,24,9,25,8,11,6,4,16
1242,85,13,36,12,15,17,30,20,18,5,3,14
1437,71,4,24,29,35,20,31,7,12,6,4,17
1276,69,7,28,12,18,11,25,8,11,10,2,11
1437,95,18,40,5,7,7,26,20,10,3,5,14
1437,79,10,27,15,20,12,26,7,12,5,3,18
1125,81,9,23,16,21,3,30,15,11,6,4,12
1192,82,9,21,13,19,13,27,12,17,1,8,10
1113,74,5,12,25,33,6,36,12,21,5,2,18
1295,78,9,20,19,24,8,21,12,6,0,3,14
1120,78,12,31,14,21,6,18,13,10,9,2,24
1124,78,16,34,6,9,9,22,20,12,7,4,17
1196,70,5,18,17,22,10,21,10,11,8,5,19
1199,76,3,12,31,37,12,27,6,7,9,4,18
1211,87,9,21,10,16,15,32,22,11,9,6,20
1242,87,8,22,11,12,10,35,12,12,6,4,19
1246,79,4,14,15,19,14,30,10,12,5,1,18
1261,79,4,17,19,28,12,34,12,11,7,6,11
1268,79,6,22,13,20,15,26,12,5,3,4,18
1276,74,5,17,19,24,6,33,15,12,6,1,14
1277,76,5,19,25,26,8,28,9,9,3,5,18
1278,86,11,27,17,26,11,24,10,5,2,3,15
1293,83,9,18,14,24,8,34,23,12,6,5,14
1345,61,9,30,12,18,9,36,12,11,4,2,12
1437,61,8,20,5,9,5,24,11,7,3,3,7
1459,84,13,28,19,23,6,20,11,9,3,4,14
1138,91,10,27,19,26,13,29,15,15,7,1,20
1181,85,8,19,11,17,8,30,14,6,6,7,14
1222,84,8,29,10,13,13,38,22,11,3,5,14
1234,79,11,22,10,16,7,26,15,14,1,1,15
1251,80,12,25,20,25,7,21,16,10,4,1,15
1314,88,7,22,11,15,20,32,16,12,3,0,16
1326,62,5,20,11,14,12,26,12,11,7,2,12
1328,95,6,13,21,26,6,25,15,4,10,2,13
1332,72,7,15,9,11,6,28,12,12,6,5,14
1397,77,9,26,8,11,12,23,13,8,7,5,12
1403,72,6,17,10,17,2,29,18,11,7,8,9
1414,70,9,23,17,19,8,25,10,14,9,1,13
1416,73,9,14,8,11,10,32,12,15,6,6,14
1438,71,7,23,8,13,12,23,12,15,10,3,9
1439,66,4,10,22,27,5,24,10,11,9,0,14
1449,78,10,17,18,21,7,22,14,15,10,6,18
1120,89,13,30,12,15,6,21,17,7,9,3,21
1199,90,11,27,7,9,15,30,21,12,11,6,16
1211,83,7,20,14,21,13,26,19,11,6,7,21
1246,62,3,13,17,20,11,25,9,9,7,1,13
1261,69,7,24,14,16,10,24,12,10,6,4,16
1276,64,7,21,9,12,11,31,13,10,5,3,10
1277,70,6,15,8,11,11,34,16,22,4,3,18
1345,87,16,30,13,16,12,30,19,12,3,2,13
1181,77,10,25,7,12,13,23,15,8,8,3,18
1222,74,5,19,17,25,9,28,10,6,12,2,20
1314,81,9,21,8,10,15,33,18,15,5,1,13
1332,73,13,25,6,8,13,18,14,7,7,8,15
1397,83,8,20,19,23,13,28,12,17,6,5,23
1403,78,5,16,19,25,15,30,11,14,8,3,18
1438,63,7,24,2,5,8,28,10,6,6,6,11
1439,67,7,16,12,16,8,26,11,7,10,1,14
1211,72,7,19,15,20,13,32,11,14,6,6,16
1345,99,15,31,16,33,11,32,16,8,4,5,23
1403,63,6,19,9,10,6,25,12,8,8,4,17
1438,53,9,33,4,5,11,23,14,8,4,2,13
1120,97,17,37,8,17,10,26,21,11,8,6,17
1181,75,6,20,7,10,8,22,22,11,6,6,15
1246,62,4,12,14,19,10,24,11,13,4,2,13
1277,80,13,32,5,8,15,26,22,7,4,6,10
1403,75,9,23,16,19,7,22,11,13,9,7,14
1438,80,9,27,17,20,17,22,14,5,6,4,14
1120,77,7,23,18,24,12,25,8,9,10,7,21
1277,68,6,19,2,6,11,20,18,7,11,3,11
1403,61,9,23,8,13,3,27,8,7,4,4,18
1438,63,7,19,6,12,5,26,15,8,1,9,12
1438,85,11,24,20,23,11,28,15,11,4,3,15
1179,53,7,19,6,10,5,27,13,11,4,5,16
1313,54,7,18,7,9,5,24,10,9,10,4,14
1411,60,6,14,10,19,9,26,9,5,2,2,14
1417,86,9,18,15,20,11,18,13,8,2,3,15
1116,85,5,16,22,29,10,25,11,10,13,4,15
1124,79,11,33,6,10,14,28,16,10,15,6,16
1196,75,5,13,18,27,5,30,9,15,5,3,19
1222,87,7,25,22,29,15,19,12,9,7,7,17
1228,78,2,7,4,8,5,33,19,5,5,3,11
1260,71,11,27,10,15,12,17,18,9,5,0,9
1317,78,9,21,13,15,6,22,14,5,4,3,18
1329,69,3,15,20,29,11,24,5,13,9,7,17
1331,75,11,35,14,18,8,22,13,6,10,1,16
1333,70,10,21,6,10,10,30,20,14,5,6,13
1353,60,8,30,6,9,12,24,11,13,6,5,13
1393,78,15,27,11,13,4,24,14,12,0,8,15
1403,65,7,18,6,8,6,20,15,7,8,3,14
1437,73,8,25,19,26,6,25,11,6,3,8,21
1452,84,9,18,11,15,9,15,16,6,10,4,16
1458,85,13,27,10,12,7,27,15,6,5,8,11
1101,53,3,18,10,12,13,17,9,9,11,0,15
1104,68,5,16,13,23,10,27,10,14,10,3,17
1160,96,16,25,12,14,1,25,27,11,3,3,17
1166,63,7,25,4,7,7,21,18,8,4,3,14
1199,64,0,9,14,20,5,30,15,13,3,6,15
1211,98,14,27,16,18,9,33,27,11,8,3,15
1234,86,10,22,18,24,9,23,17,6,4,6,15
1242,93,12,30,13,16,9,23,20,5,7,3,16
1261,76,8,25,18,22,13,32,11,7,2,5,18
1268,63,9,18,10,14,3,24,13,10,4,4,14
1276,82,9,26,21,26,9,24,19,14,4,4,21
1325,62,7,23,13,14,5,30,12,9,1,2,9
1328,72,7,15,19,24,6,23,14,6,5,4,16
1417,73,8,19,9,16,8,20,10,3,3,3,18
1425,72,6,18,8,15,9,26,20,8,3,7,10
1116,68,4,17,12,17,9,26,10,9,0,1,16
1124,76,8,17,18,23,5,20,15,4,6,0,15
1222,63,8,22,11,18,14,19,11,10,9,4,14
1260,71,4,10,15,22,6,22,16,10,12,4,16
1331,81,10,30,19,23,5,15,12,11,12,0,11
1333,80,6,20,32,35,8,41,7,17,2,11,24
1393,75,14,31,7,11,4,23,18,15,6,6,14
1437,84,15,30,7,9,6,20,19,5,6,1,11
1104,96,16,33,10,10,15,24,19,9,5,4,9
1166,72,9,21,9,13,7,28,12,11,5,2,16
1199,71,6,17,17,21,5,19,16,13,10,3,15
1211,87,8,22,23,26,9,22,12,10,7,2,12
1276,86,10,25,20,25,5,29,22,11,1,4,17
1332,95,11,25,8,11,7,23,25,10,7,6,13
1417,67,7,19,6,13,11,30,15,7,4,4,15
1425,85,11,18,10,17,6,32,18,13,3,4,14
1116,72,1,9,13,15,16,28,13,10,7,3,17
1124,62,3,19,7,10,11,16,9,5,8,5,12
1222,62,7,26,9,14,11,22,15,7,8,4,16
1333,65,5,13,18,20,8,22,13,7,4,2,16
1211,83,9,24,6,10,6,28,23,16,5,2,12
1276,76,3,11,15,23,9,25,19,7,4,3,10
1417,88,10,29,20,25,12,26,12,7,8,7,21
1425,82,10,17,10,12,8,20,15,13,5,4,11
1124,81,8,15,13,17,10,16,17,8,9,5,21
1222,67,11,32,16,24,18,20,17,6,6,3,12
1211,85,7,21,12,17,11,27,21,9,6,3,16
1417,51,3,13,6,7,6,21,12,8,5,2,14
1124,78,11,24,9,13,11,17,23,8,6,0,18
1211,93,7,21,12,20,4,19,25,10,8,3,16
1124,86,10,23,16,18,14,20,18,7,8,5,19
1231,66,2,13,12,20,12,22,10,7,3,3,22
1411,76,4,13,26,35,8,34,9,15,4,9,18
1323,89,6,19,9,16,7,22,17,5,6,2,8
1460,93,9,21,26,32,12,29,19,15,6,4,20
1116,75,7,21,20,25,5,30,12,5,2,3,19
1124,85,11,27,12,21,11,22,24,10,6,3,14
1166,72,2,14,20,24,11,28,14,20,9,0,17
1211,93,5,18,16,30,16,37,23,7,5,9,18
1242,83,11,23,4,9,11,28,20,15,8,1,21
1272,64,5,12,11,14,11,25,12,15,5,2,18
1276,75,4,14,19,22,5,30,15,15,5,4,11
1293,92,6,21,24,35,10,32,17,11,5,1,21
1308,70,11,17,13,13,7,14,12,7,4,1,16
1314,95,13,35,14,17,12,34,29,10,4,4,11
1344,66,8,22,10,12,10,27,13,9,7,1,12
1350,67,5,17,14,16,6,25,14,11,4,3,14
1388,82,10,21,10,15,9,27,16,9,8,3,14
1389,85,9,17,18,21,5,26,18,15,4,4,25
1397,88,14,24,8,11,5,23,29,12,13,1,14
1417,57,8,22,11,13,7,21,14,7,9,6,11
1112,87,11,20,10,12,9,33,21,19,4,9,17
1120,80,9,24,15,22,17,29,23,10,2,10,17
1181,78,9,22,9,9,9,27,21,13,6,10,11
1222,82,10,21,8,15,10,22,19,7,6,3,12
1228,54,3,17,13,22,9,29,13,14,5,4,16
1235,59,12,37,7,10,7,20,14,10,15,4,19
1274,68,1,14,19,25,3,22,13,3,12,4,14
1277,74,7,26,11,15,9,24,13,7,4,4,14
1323,78,10,16,10,11,4,23,13,18,10,1,13
1326,54,1,15,17,21,6,32,6,17,7,5,16
1345,78,7,22,27,33,11,29,15,11,10,3,13
1395,69,4,10,11,14,6,29,15,13,7,3,15
1400,81,10,19,17,22,8,17,17,7,9,3,22
1403,97,12,20,13,19,6,24,23,12,6,5,18
1437,80,13,28,11,12,9,22,16,10,5,2,14
1458,67,6,17,9,12,11,24,15,5,5,3,10
1116,53,3,16,22,25,3,30,10,11,12,1,14
1211,82,9,27,13,24,10,27,18,5,2,4,15
1242,79,6,16,19,20,13,33,14,7,5,7,21
1276,76,6,16,16,20,6,27,15,14,4,6,12
1314,93,11,25,26,37,7,34,22,18,7,5,26
1344,79,12,22,11,14,5,30,18,6,4,3,15
1389,70,3,13,23,31,10,25,14,9,5,7,22
1417,72,4,9,16,19,4,20,14,5,3,0,12
1112,85,5,27,18,25,14,28,16,16,10,4,21
1181,85,5,13,16,21,7,21,14,10,5,6,12
1222,68,6,22,12,17,15,23,10,8,8,6,16
1235,54,3,14,11,16,7,25,12,13,9,3,25
1274,79,3,15,12,15,4,30,19,4,10,6,11
1345,81,6,17,33,46,8,31,10,12,3,4,16
1403,59,4,15,13,17,10,27,10,8,8,4,16
1437,71,8,23,17,20,9,17,9,9,7,1,14
1116,74,7,25,9,14,7,30,13,8,6,6,20
1181,78,7,19,15,17,4,24,12,9,4,6,12
1222,72,9,20,17,25,10,23,12,11,5,6,19
1437,63,9,30,10,12,8,28,10,6,5,4,12
1242,66,2,14,20,28,7,29,7,10,3,11,15
1274,70,9,26,9,14,6,24,21,13,11,7,12
1314,73,10,31,9,12,13,26,11,8,2,1,9
1389,67,6,21,19,21,6,14,9,8,9,4,19
1181,78,4,10,16,18,6,21,8,14,7,5,15
1437,50,5,21,15,15,10,25,6,9,3,2,12
1242,76,5,14,13,26,6,33,18,10,7,3,16
1314,69,6,22,13,21,12,33,15,6,6,5,12
1242,81,13,24,10,13,10,25,18,7,4,4,8
1314,81,10,26,17,24,15,33,7,10,2,5,19
1242,72,6,17,8,14,7,27,11,9,6,5,16
